VERTEX_SE3:QUAT 0 -3.39801 8.20698 0.168969 0.000101982 -3.46668e-05 -0.0113359 0.999936 
VERTEX_SE3:QUAT 1 -1.72149 9.38594 0.787243 -0.0365021 -0.025553 -0.125964 0.991034 
VERTEX_SE3:QUAT 2 0.251275 9.79412 0.732507 -0.034981 -0.0513422 -0.117922 0.991078 
VERTEX_SE3:QUAT 3 2.531 10.4315 0.737584 -0.021166 -0.0402132 -0.0163555 0.998833 
VERTEX_SE3:QUAT 4 4.32014 11.4378 0.672644 -0.00772976 -0.0540772 0.124024 0.990774 
VERTEX_SE3:QUAT 5 5.70781 13.0665 0.615899 -0.0100508 -0.0606594 0.293979 0.953832 
VERTEX_SE3:QUAT 6 6.78696 15.0716 0.59307 -0.000738578 -0.068922 0.301028 0.951121 
VERTEX_SE3:QUAT 7 7.95688 17.0348 0.589863 -0.0112669 -0.059517 0.29099 0.954807 
VERTEX_SE3:QUAT 8 9.21518 18.8837 0.586938 -0.00880286 -0.0539706 0.229324 0.971813 
VERTEX_SE3:QUAT 9 10.739 20.5035 0.549923 -0.018407 -0.0572594 0.13171 0.989462 
VERTEX_SE3:QUAT 10 12.6121 21.8603 0.508861 -0.0241493 -0.0596638 0.0420662 0.997039 
VERTEX_SE3:QUAT 11 14.6724 22.9872 0.477431 -0.0214993 -0.0693331 -0.00107781 0.997361 
VERTEX_SE3:QUAT 12 16.7852 23.984 0.510268 -0.0240844 -0.0568712 -0.0378768 0.997372 
VERTEX_SE3:QUAT 13 18.8493 24.7276 0.558787 -0.0317619 -0.0406224 -0.128384 0.990383 
VERTEX_SE3:QUAT 14 21.114 25.078 0.574867 -0.0330803 -0.0481591 -0.174707 0.982885 
VERTEX_SE3:QUAT 15 23.5121 25.2998 0.530982 -0.0309772 -0.0418532 -0.198929 0.97863 
VERTEX_SE3:QUAT 16 25.9484 25.4017 0.550321 -0.0370262 -0.0425545 -0.229917 0.971574 
VERTEX_SE3:QUAT 17 28.4159 25.4006 0.552296 -0.0439667 -0.060285 -0.256289 0.963716 
VERTEX_SE3:QUAT 18 30.9126 25.3196 0.5547 -0.0464775 -0.0600946 -0.270457 0.95973 
VERTEX_SE3:QUAT 19 33.323 25.0369 0.618171 -0.044796 -0.0778919 -0.329906 0.939728 
VERTEX_SE3:QUAT 20 35.7747 24.4708 0.661808 -0.0553683 -0.0324629 -0.367894 0.92765 
VERTEX_SE3:QUAT 21 38.1286 23.7101 0.694276 -0.0388406 -0.0553904 -0.397602 0.915061 
VERTEX_SE3:QUAT 22 40.3985 22.6434 0.687838 -0.0352518 -0.0660266 -0.471047 0.878927 
VERTEX_SE3:QUAT 23 42.3034 21.261 0.711901 -0.0349864 -0.0505718 -0.548408 0.833947 
VERTEX_SE3:QUAT 24 43.9092 19.8845 0.703475 -0.0468373 -0.011157 -0.635091 0.770935 
VERTEX_SE3:QUAT 25 45.3867 17.9911 0.756001 -0.0441539 -0.0144692 -0.72799 0.684012 
VERTEX_SE3:QUAT 26 46.4561 16.036 0.759054 -0.045897 -0.0275155 -0.775822 0.628678 
VERTEX_SE3:QUAT 27 47.0977 13.7397 0.754282 -0.0354038 0.00260175 -0.80145 0.597008 
VERTEX_SE3:QUAT 28 47.5083 11.5476 0.712353 -0.0452844 -0.0113574 -0.844627 0.533316 
VERTEX_SE3:QUAT 29 47.6872 9.25697 0.751282 0.0421316 -0.00408514 0.897379 -0.439226 
VERTEX_SE3:QUAT 30 47.1433 7.24476 0.768131 0.0186873 -0.0107164 0.957414 -0.287913 
VERTEX_SE3:QUAT 31 46.0372 5.2293 0.834232 0.0197369 -0.00747122 0.970806 -0.238937 
VERTEX_SE3:QUAT 32 44.5921 3.33912 0.855171 0.018939 -0.0119976 0.98398 -0.176864 
VERTEX_SE3:QUAT 33 42.9736 1.61589 0.876464 0.020827 -0.0205071 0.994065 -0.104788 
VERTEX_SE3:QUAT 34 41.0534 0.0550721 0.889422 0.0221562 -0.0164338 0.999538 -0.0127354 
VERTEX_SE3:QUAT 35 39.2986 -0.920168 0.848476 0.0221014 -0.0126359 0.999187 0.0312757 
VERTEX_SE3:QUAT 36 37.4322 -1.88682 0.849138 0.0241381 -0.0159836 0.996091 0.0834568 
VERTEX_SE3:QUAT 37 35.4662 -2.45419 0.87801 0.00789622 -0.0203708 0.993915 0.107962 
VERTEX_SE3:QUAT 38 33.0357 -3.09647 0.881565 0.0266518 -0.00563391 0.987899 0.152688 
VERTEX_SE3:QUAT 39 31.053 -3.45539 0.816553 0.0250603 -0.0192813 0.98287 0.18157 
VERTEX_SE3:QUAT 40 29.0272 -3.7795 0.787504 0.0400742 -0.0266938 0.967053 0.249981 
VERTEX_SE3:QUAT 41 26.9636 -3.91232 0.840269 0.0278667 -0.0135898 0.969073 0.244821 
VERTEX_SE3:QUAT 42 24.8765 -3.93398 0.810638 0.0280217 -0.0170848 0.945626 0.323595 
VERTEX_SE3:QUAT 43 22.7783 -3.96228 0.780703 0.0277326 -0.0278937 0.945413 0.323492 
VERTEX_SE3:QUAT 44 20.7574 -3.62725 0.765808 0.0471106 0.000587577 0.942114 0.331967 
VERTEX_SE3:QUAT 45 18.7119 -3.45233 0.760737 0.0476273 -0.0051969 0.91438 0.402013 
VERTEX_SE3:QUAT 46 16.6718 -2.86031 0.742029 0.0242522 -0.0219609 0.902018 0.430457 
VERTEX_SE3:QUAT 47 14.7722 -1.96375 0.686583 0.0397547 -0.0144501 0.867173 0.496208 
VERTEX_SE3:QUAT 48 12.9839 -1.05571 0.718527 0.0561356 -0.0322837 0.832242 0.550617 
