1583840212.24012 -3.29307 8.11142 0.149351 0.00289238 0.00245342 -0.630876 0.775875
1583840252.23799 -1.71961 6.74634 0.732428 -0.0408852 0.00402177 -0.714879 0.69804
1583840259.73994 -0.842043 4.91147 0.657792 -0.0545382 -0.0171566 -0.70892 0.702967
1583840262.73819 0.281857 2.84211 0.647633 -0.0373493 -0.0170494 -0.634183 0.772092
1583840265.23901 1.66998 1.32679 0.580692 -0.0337024 -0.0371571 -0.518533 0.853585
1583840267.73975 3.5518 0.357123 0.532773 -0.0404737 -0.0413633 -0.36313 0.92994
1583840270.24016 5.75983 -0.256612 0.499918 -0.0392425 -0.0554883 -0.35279 0.933231
1583840272.74 7.91184 -0.960383 0.490637 -0.0418475 -0.0387162 -0.365812 0.928941
1583840275.2398 10.0114 -1.75658 0.488648 -0.0369726 -0.0363042 -0.429465 0.901596
1583840277.73973 11.9604 -2.89462 0.483729 -0.047237 -0.0345021 -0.517334 0.853782
1583840280.23979 13.7137 -4.40634 0.42722 -0.0553729 -0.032603 -0.591456 0.803773
1583840282.73941 15.2624 -6.14328 0.381374 -0.058483 -0.0410692 -0.62394 0.778198
1583840285.23971 16.7661 -7.98685 0.442684 -0.0499253 -0.0302979 -0.655441 0.752985
1583840287.73883 17.9211 -9.81431 0.436317 -0.0453579 -0.00897644 -0.716634 0.695916
1583840290.2391 18.7626 -11.9113 0.44094 -0.0508649 -0.0134957 -0.748053 0.66155
1583840292.73891 19.5299 -14.1857 0.378334 -0.045088 -0.00976514 -0.763969 0.643602
1583840295.23871 20.1574 -16.5357 0.363398 -0.0506196 -0.00573967 -0.784041 0.618615
1583840297.73929 20.7243 -18.9354 0.327462 -0.0677576 -0.0151258 -0.799696 0.596378
1583840300.23909 21.2172 -21.3749 0.30874 -0.0687442 -0.0134438 -0.808399 0.584452
1583840302.73934 21.4971 -23.7899 0.341658 -0.0788482 -0.0281285 -0.842458 0.532218
1583840305.23946 21.4868 -26.3185 0.356109 0.058006 -0.0148526 0.864474 -0.499099
1583840307.73873 21.2687 -28.7989 0.334799 0.0611884 0.0133766 0.880531 -0.469832
1583840310.23883 20.723 -31.2958 0.306708 0.0633426 0.0271694 0.92006 -0.385668
1583840312.73862 19.8372 -33.4434 0.29015 0.0554653 0.010903 0.948272 -0.312386
1583840321.23911 18.8778 -35.306 0.273871 0.0421516 -0.0274044 0.977507 -0.204824
1583840324.23835 17.3511 -37.2174 0.276954 0.0411551 -0.0234749 0.995423 -0.0829897
1583840326.73883 15.6455 -38.6789 0.250409 0.0530811 -0.0127081 0.998503 -0.00351566
1583840329.23884 13.5603 -39.8228 0.229289 0.0252138 -0.0308146 0.998744 0.0304005
1583840331.73863 11.546 -40.7125 0.161864 0.0411904 -0.0272469 0.992946 0.10779
1583840334.23893 9.30902 -41.4252 0.202451 0.0304978 -0.03629 0.975504 0.214815
1583840336.73844 7.26429 -41.3138 0.197512 0.00834967 -0.028097 0.928491 0.370197
1583840339.23875 5.02343 -40.7022 0.311559 0.0118979 -0.0242046 0.908422 0.417183
1583840341.7381 2.87468 -39.7213 0.3004 0.00866842 -0.0286235 0.880308 0.473459
1583840344.23801 0.786051 -38.5216 0.32314 0.0053812 -0.0363547 0.842846 0.536898
1583840346.73802 -1.13557 -37.0254 0.356822 0.00993702 -0.0334475 0.790182 0.611878
1583840348.73623 -2.46563 -35.5316 0.317169 0.0110698 -0.0303105 0.762511 0.64617
1583840350.73845 -3.8572 -33.9274 0.341228 0.0118833 -0.0344672 0.727685 0.684942
1583840352.73725 -4.8345 -32.1378 0.394277 -0.00383438 -0.0270531 0.71158 0.702073
1583840355.23729 -6.01885 -29.9337 0.435543 0.0204846 -0.0269011 0.678115 0.734178
1583840357.23665 -6.81788 -28.0912 0.38815 0.0103321 -0.035951 0.656257 0.75361
1583840359.23848 -7.58809 -26.2 0.368737 0.0214011 -0.053092 0.597043 0.800164
1583840361.23667 -8.19503 -24.2215 0.457651 0.0167785 -0.0329788 0.606178 0.794468
1583840363.23717 -8.67846 -22.2177 0.449573 0.0140402 -0.0355364 0.542293 0.83932
1583840365.238 -9.18561 -20.1743 0.435936 0.00753698 -0.0441157 0.538779 0.841257
1583840367.23615 -9.29749 -18.1471 0.441426 0.0427996 -0.0318668 0.537045 0.841864
1583840369.23751 -9.6113 -16.1161 0.458649 0.0383303 -0.038352 0.46638 0.882921
1583840371.23731 -9.49939 -13.9988 0.463613 0.00778561 -0.035204 0.436471 0.898996
1583840373.23612 -9.04517 -11.9105 0.411496 0.0284122 -0.0386599 0.371936 0.927018
1583840375.23789 -8.57125 -9.9969 0.466014 0.0295731 -0.0644046 0.302869 0.950394
1583840377.23681 -7.63233 -8.14123 0.495706 0.00402395 -0.0461152 0.301891 0.952218
1583840379.23628 -6.6243 -6.40076 0.484833 0.00791421 -0.0478986 0.238509 0.969926
