1583840212.24012 -3.39801 8.20698 0.168969 0.000101982 -3.46668e-05 -0.0113359 0.999936
1583840252.23799 -1.72149 9.38594 0.787243 -0.0365021 -0.025553 -0.125964 0.991034
1583840259.73994 0.251271 9.79412 0.732507 -0.034981 -0.0513422 -0.117922 0.991078
1583840262.73819 2.53099 10.4315 0.737583 -0.021166 -0.0402132 -0.0163555 0.998833
1583840265.23901 4.32014 11.4378 0.672643 -0.00772971 -0.0540772 0.124024 0.990774
1583840267.73975 5.7078 13.0665 0.615898 -0.0100507 -0.0606594 0.293978 0.953832
1583840270.24016 6.78695 15.0716 0.593068 -0.000738515 -0.068922 0.301027 0.951121
1583840272.74 7.95687 17.0348 0.589862 -0.0112668 -0.059517 0.29099 0.954807
1583840275.2398 9.21517 18.8837 0.586936 -0.00880279 -0.0539706 0.229323 0.971813
1583840277.73973 10.739 20.5035 0.549922 -0.018407 -0.0572593 0.131709 0.989462
1583840280.23979 12.6121 21.8603 0.50886 -0.0241493 -0.0596638 0.0420656 0.997039
1583840282.73941 14.6724 22.9872 0.477429 -0.0214993 -0.0693331 -0.00107848 0.997361
1583840285.23971 16.7852 23.984 0.510267 -0.0240844 -0.0568712 -0.0378774 0.997372
1583840287.73883 18.8493 24.7276 0.558787 -0.0317619 -0.0406224 -0.128385 0.990383
1583840290.2391 21.114 25.0779 0.574868 -0.0330803 -0.0481591 -0.174708 0.982885
1583840292.73891 23.5121 25.2998 0.530983 -0.0309772 -0.0418532 -0.19893 0.978629
1583840295.23871 25.9484 25.4017 0.550322 -0.0370262 -0.0425545 -0.229918 0.971574
1583840297.73929 28.4159 25.4005 0.552298 -0.0439667 -0.060285 -0.25629 0.963716
1583840300.23909 30.9126 25.3195 0.554701 -0.0464776 -0.0600945 -0.270458 0.95973
1583840302.73934 33.323 25.0369 0.618172 -0.044796 -0.0778919 -0.329906 0.939728
1583840305.23946 35.7747 24.4707 0.661808 -0.0553683 -0.0324629 -0.367895 0.92765
1583840307.73873 38.1286 23.71 0.694276 -0.0388406 -0.0553904 -0.397603 0.91506
1583840310.23883 40.3985 22.6434 0.687839 -0.0352518 -0.0660266 -0.471047 0.878927
1583840312.73862 42.3033 21.2609 0.711902 -0.0349864 -0.0505719 -0.548408 0.833947
1583840321.23911 43.9092 19.8845 0.703476 -0.0468372 -0.0111571 -0.635092 0.770934
1583840324.23835 45.3867 17.991 0.756004 -0.0441538 -0.0144693 -0.727991 0.684011
1583840326.73883 46.4561 16.036 0.759057 -0.0458969 -0.0275156 -0.775823 0.628678
1583840329.23884 47.0977 13.7397 0.754284 -0.0354036 0.00260166 -0.80145 0.597007
1583840331.73863 47.5083 11.5475 0.712356 -0.0452841 -0.0113576 -0.844627 0.533315
